Sample_ID,Species,Location,Catch_Method_Notes,Tissue,Year,Date_Collected,Date_Dissected,Date_Analyzed,Fork_Length ,Unit_FLength,Weight,Unit_weight,ë13C,ë15N,ë34S,X.C,X.N,C.N_ratio,X.S ,d13C_Lipid_Corr,Notes
2021-SIM-106,American Eel,Cassilis,Fyke Net,Muscle,2021,01-06-2021,13-07-2021,Unknown,70.5,Centimeters,803,Grams,-23.09,13.58,18.2,70.91,9.42,7.53,0.52,-18.8,Fyke Net
2021-SIM-107,American Eel,Cassilis,Fyke Net,Muscle,2021,28-05-2021,14-07-2021,Unknown,67.2,Centimeters,381,Grams,-22.13,14.95,17.48,54.77,12.04,4.55,0.7,-19.7,Fyke Net
2021-SIM-108,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,14-07-2021,Unknown,24.5,Centimeters,183,Grams,-20.81,13.87,15.8,53.78,16.32,3.3,1.12,-20.2,Net Type Unknown
2021-SIM-109,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,14-07-2021,Unknown,22.8,Centimeters,150.4,Grams,-21.9,14.19,16.3,53.8,16.6,3.24,1.14,-21.4,Net Type Unknown
2021-SIM-110,American Eel,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,14-07-2021,Unknown,48.5,Centimeters,215.9,Grams,-22.13,10.87,13.3,53.22,13.45,3.96,0.83,-20.4,Fyke Net
2021-SIM-111,American Eel,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,14-07-2021,Unknown,53.3,Centimeters,245.4,Grams,-21.83,11.65,14.9,56.59,16.16,3.5,0.9,-20.8,Fyke Net
2021-SIM-112,American Eel,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,15-07-2021,Unknown,67,Centimeters,681.7,Grams,-23.94,11.25,14.88,58.11,11.19,5.19,0.67,-20.9,Fyke Net
2021-SIM-113,American Eel,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,15-07-2021,Unknown,80,Centimeters,1145.5,Grams,-23.73,12,14.27,53.86,13.09,4.11,0.82,-21.8,Fyke Net
2021-SIM-114,American Eel,Cassilis,Fyke Net,Muscle,2021,31-05-2021,15-07-2021,Unknown,65.8,Centimeters,385.8,Grams,-22.25,12.53,15.32,51.45,13.86,3.71,0.84,-20.9,Fyke Net
2021-SIM-115,American Eel,Cassilis,Fyke Net,Muscle,2021,31-05-2021,15-07-2021,Unknown,63.3,Centimeters,551.8,Grams,-24.42,7.07,8.42,55.39,11.99,4.62,0.7,-21.9,Fyke Net
2021-SIM-116,American Eel,Bass Trap,Fyke Net,Muscle,2021,02-06-2021,15-07-2021,Unknown,39.2,Centimeters,94.7,Grams,-20.26,9.34,14.5,55.4,16.79,3.3,1.04,-19.6,Fyke Net
2021-SIM-118,White Sucker,Cassilis,Fyke Net,Muscle,2021,20-05-2021,15-07-2021,Unknown,30.2,Centimeters,431.2,Grams,-22.93,10.72,13.87,46.18,14.98,3.08,0.98,-22.8,Fyke Net
2021-SIM-119,Yellow Perch,Cassilis,Fyke Net,Muscle,2021,30-05-2021,16-07-2021,Unknown,25.5,Centimeters,242.3,Grams,-25.96,10.54,12.47,51.65,15.12,3.42,0.82,-25.1,Fyke Net
2021-SIM-120,American Eel,Cassilis,Fyke Net,Muscle,2021,02-06-2021,16-07-2021,Unknown,60.2,Centimeters,406.5,Grams,-21.65,14.51,18.4,63.11,11.59,5.44,0.48,-18.5,Fyke Net
2021-SIM-121,American Eel,Cassilis,Fyke Net,Muscle,2021,02-06-2021,16-07-2021,Unknown,59.5,Centimeters,441.8,Grams,-22.79,13.62,18.92,61.03,10.72,5.69,0.36,-19.4,Fyke Net
2021-SIM-122,Rainbow Smelt,Cassilis,Fyke Net,Muscle,2021,20-05-2021,16-07-2021,Unknown,13.4,Centimeters,17.61,Grams,-21.04,13.26,19.8,55.87,16.47,3.39,1.26,-20.2,Fyke Net
2021-SIM-123,Yellow Perch,Bass Trap,Fyke Net,Muscle,2021,27-05-2021,16-07-2021,Unknown,18.6,Centimeters,80,Grams,-20.51,12.69,13.74,47.6,14.75,3.23,0.99,-20,Fyke Net
2021-SIM-124,Fall Fish,Cassilis,Fyke Net,Muscle,2021,28-05-2021,16-07-2021,Unknown,13.7,Centimeters,51.6,Grams,-23.8,10.12,11.5,56.48,16.49,3.42,1,-22.9,Fyke Net
2021-SIM-125,Fall Fish,Cassilis,Fyke Net,Muscle,2021,28-05-2021,16-07-2021,Unknown,19.8,Centimeters,119.6,Grams,-24.34,9.76,12.66,46.27,14.2,3.26,0.61,-23.8,Fyke Net
2021-SIM-126,Yellow Perch,Cassilis,Fyke Net,Muscle,2021,28-05-2021,19-07-2021,Unknown,26.2,Centimeters,216.9,Grams,-20.77,13.73,14.91,52.48,15.74,3.33,0.98,-20.1,Fyke Net
2021-SIM-127,White Sucker,Cassilis,Fyke Net,Muscle,2021,29-05-2021,19-07-2021,Unknown,46.3,Centimeters,694.9,Grams,-20.11,13.26,16.75,52.8,14.28,3.7,0.66,-18.8,Fyke Net
2021-SIM-128,White Sucker,Cassilis,Fyke Net,Muscle,2021,21-05-2021,19-07-2021,Unknown,13.1,Centimeters,24.442,Grams,-30.19,7.72,8.9,54.19,16.91,3.2,1.05,-29.7,Fyke Net
2021-SIM-129,White Sucker,Cassilis,Fyke Net,Muscle,2021,21-05-2021,19-07-2021,Unknown,16.4,Centimeters,52.3,Grams,-27.54,6.49,7.18,51.78,14.87,3.48,0.74,-26.6,Fyke Net
2021-SIM-130,White Sucker,Cassilis,Fyke Net,Muscle,2021,21-05-2021,19-07-2021,Unknown,34.9,Centimeters,572.2,Grams,-24.28,11.31,13.63,48.86,13.72,3.56,0.88,-23.2,Fyke Net
2021-SIM-131,White Sucker,Cassilis,Fyke Net,Muscle,2021,30-05-2021,19-07-2021,Unknown,29.7,Centimeters,404.6,Grams,-23.61,11.23,13.88,52.74,14.48,3.64,0.66,-22.4,Fyke Net
2021-SIM-132,White Sucker,Cassilis,Fyke Net,Muscle,2021,30-05-2021,19-07-2021,Unknown,37.1,Centimeters,751.5,Grams,-21.49,12.25,16.09,54.08,14.81,3.65,0.7,-20.2,Fyke Net
2021-SIM-133,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,19-07-2021,Unknown,35.1,Centimeters,509.4,Grams,-16.04,13.21,13.8,53.68,15.36,3.5,0.88,-15,Fyke Net
2021-SIM-134,White Sucker,Cassilis,Fyke Net,Muscle,2021,19-05-2021,19-07-2021,Unknown,14.5,Centimeters,44.7,Grams,-23.94,10.71,16.28,51.9,14.76,3.52,0.72,-22.9,Fyke Net
2021-SIM-135,White Sucker,Cassilis,Fyke Net,Muscle,2021,19-05-2021,19-07-2021,Unknown,21.4,Centimeters,173,Grams,-25.27,9.92,9.96,52.67,15.03,3.5,0.69,-24.2,Fyke Net
2021-SIM-136,White Sucker,Cassilis,Fyke Net,Muscle,2021,19-05-2021,19-07-2021,Unknown,22.7,Centimeters,158,Grams,-23.05,11.15,14.53,51.51,15.37,3.35,0.79,-22.3,Fyke Net
2021-SIM-137,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,19-07-2021,Unknown,32.1,Centimeters,395.3,Grams,-19.51,14.61,15.2,55.65,17.05,3.26,1.21,-18.9,Fyke Net
2021-SIM-138,White Sucker,Cassilis,Fyke Net,Muscle,2021,19-05-2021,20-07-2021,Unknown,35.9,Centimeters,640.7,Grams,-22.45,11.94,14.39,52.99,15.68,3.38,0.81,-21.6,Fyke Net
2021-SIM-139,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,20-07-2021,Unknown,66,Centimeters,4343.9,Grams,-18.05,13.71,16.8,55.45,17.45,3.18,1.06,-17.6,Fyke Net
2021-SIM-140,White Sucker,Bass Trap,Fyke Net,Muscle,2021,27-05-2021,20-07-2021,Unknown,14.7,Centimeters,42.2,Grams,-21.84,11.45,17.1,54.42,16.65,3.27,1.05,-21.3,Fyke Net
2021-SIM-141,White Sucker,Bass Trap,Fyke Net,Muscle,2021,27-05-2021,20-07-2021,Unknown,33.8,Centimeters,443.3,Grams,-26.89,8.68,12.5,62.1,8.98,6.91,0.78,-22.9,Fyke Net
2021-SIM-142,White Sucker,Bass Trap,Fyke Net,Muscle,2021,27-05-2021,20-07-2021,Unknown,35.8,Centimeters,551.3,Grams,-21.75,11.53,12.7,53.62,16.49,3.25,0.97,-21.2,Fyke Net
2021-SIM-143,Common Shiner,Bass Trap,Fyke Net,Muscle,2021,21-05-2021,20-07-2021,Unknown,9.2,Centimeters,10.2,Grams,-23.18,11.04,12.7,55.13,16.48,3.35,1.05,-22.4,Fyke Net
2021-SIM-144,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,21-07-2021,Unknown,50.1,Centimeters,1802.3,Grams,-18.33,14.38,15.8,57.72,15.98,3.61,1.06,-17.1,Fyke Net
2021-SIM-145,Yellow Perch,Cassilis,Fyke Net,Muscle,2021,19-05-2021,21-07-2021,Unknown,18.4,Centimeters,87.5,Grams,-20.44,13.29,15.5,53.9,16.37,3.29,1.28,-19.8,Fyke Net
2021-SIM-146,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,21-07-2021,Unknown,50.6,Centimeters,1466.6,Grams,-18.04,14.75,17.3,56.47,16.79,3.36,1.06,-17.3,Fyke Net
2021-SIM-147,Fall Fish,Cassilis,Fyke Net,Muscle,2021,29-05-2021,21-07-2021,Unknown,9.5,Centimeters,12.5,Grams,-23.82,9.74,10.3,54.71,16.49,3.32,1.08,-23.1,Fyke Net
2021-SIM-148,Fall Fish,Cassilis,Fyke Net,Muscle,2021,29-05-2021,21-07-2021,Unknown,11,Centimeters,19.2,Grams,-23.39,11.09,12.5,55.19,16.49,3.35,1.08,-22.6,Fyke Net
2021-SIM-149,Fall Fish,Cassilis,Fyke Net,Muscle,2021,29-05-2021,21-07-2021,Unknown,13.9,Centimeters,39.9,Grams,-23.36,8.87,10.6,54.76,16.65,3.29,0.98,-22.7,Fyke Net
2021-SIM-150,Fall Fish,Cassilis,Fyke Net,Muscle,2021,29-05-2021,21-07-2021,Unknown,15.2,Centimeters,56.4,Grams,-23.24,10.4,11.19,53.14,16.93,3.14,0.85,-22.9,Fyke Net
2021-SIM-151,White Sucker,Bass Trap,Fyke Net,Muscle,2021,27-05-2021,22-07-2021,Unknown,21.6,Centimeters,139.3,Grams,-24.95,10.44,11.13,52.59,14.77,3.56,0.72,-23.8,Fyke Net
2021-SIM-152,White Sucker,Bass Trap,Fyke Net,Muscle,2021,27-05-2021,22-07-2021,Unknown,30.6,Centimeters,373,Grams,-21.39,12.64,15.52,48.21,13.62,3.54,0.84,-20.3,Fyke Net
2021-SIM-153,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,27-05-2021,22-07-2021,Unknown,57,Centimeters,1847.6,Grams,-18.26,13.93,18.42,45.77,14.51,3.15,0.92,-17.9,Fyke Net
2021-SIM-154,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,27-05-2021,22-07-2021,Unknown,50.7,Centimeters,1540.4,Grams,-17.99,14.23,18.25,48.08,14.83,3.24,1.04,-17.5,Fyke Net
2021-SIM-155,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,27-05-2021,22-07-2021,Unknown,52,Centimeters,2047.5,Grams,-18.14,14.07,18.36,51.29,17.85,2.87,1.1,-18.5,Fyke Net
2021-SIM-156,White Sucker,Bass Trap,Fyke Net,Muscle,2021,29-05-2021,22-07-2021,Unknown,11,Centimeters,15.9,Grams,-23.32,8.63,12.7,53.46,16.55,3.23,0.91,-22.8,Fyke Net
2021-SIM-158,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,22-07-2021,Unknown,24.1,Centimeters,178.5,Grams,-22.22,13.92,15.54,47.17,14.19,3.32,1.19,-21.5,Fyke Net
2021-SIM-159,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,22-07-2021,Unknown,25.5,Centimeters,191.2,Grams,-18.63,13.54,14.7,54.33,16.11,3.37,1.24,-17.8,Fyke Net
2021-SIM-160,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,22-07-2021,Unknown,42.1,Centimeters,857.5,Grams,-20.05,12.42,16.54,46.84,14.71,3.19,1.09,-19.6,Fyke Net
2021-SIM-161,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,22-07-2021,Unknown,64,Centimeters,2000.2,Grams,-17,14.12,17.25,49.89,16.36,3.05,0.88,-16.9,Fyke Net
2021-SIM-162,White Sucker,Bass Trap,Fyke Net,Muscle,2021,26-05-2021,22-07-2021,Unknown,15.5,Centimeters,42.3,Grams,-26.74,8.24,9.9,54.04,16.72,3.23,0.92,-26.2,Fyke Net
2021-SIM-163,Mummichog,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,22-07-2021,Unknown,7.2,Centimeters,6.2,Grams,-21.27,12.3,13.3,44.86,13.63,3.29,0.99,-20.6,Seine Net
2021-SIM-164,Mummichog,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,23-07-2021,Unknown,8.8,Centimeters,11.8,Grams,-21.66,13.23,14.4,56.05,16.81,3.33,1.39,-21,Seine Net
2021-SIM-165,Fall Fish,Bass Trap,Fyke Net,Muscle,2021,26-05-2021,23-07-2021,Unknown,7.2,Centimeters,4.1,Grams,-23.7,10.93,10.9,54.96,16.69,3.29,1.12,-23.1,Fyke Net
2021-SIM-166,Fall Fish,Bass Trap,Fyke Net,Muscle,2021,26-05-2021,23-07-2021,Unknown,7.3,Centimeters,4.5,Grams,-22.13,9.43,9.7,54.62,16.47,3.32,1.02,-21.4,Fyke Net
2021-SIM-167,Fall Fish,Bass Trap,Fyke Net,Muscle,2021,26-05-2021,23-07-2021,Unknown,10.1,Centimeters,12,Grams,-22.92,9.32,8,55.91,16.84,3.32,1.07,-22.2,Fyke Net
2021-SIM-168,Fall Fish,Bass Trap,Fyke Net,Muscle,2021,26-05-2021,23-07-2021,Unknown,10.5,Centimeters,12.7,Grams,-23.65,10.67,10.6,54.04,16.21,3.33,0.97,-22.9,Fyke Net
2021-SIM-170,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2021,21-05-2021,23-07-2021,Unknown,7.2,Centimeters,4.9,Grams,-22.26,11.68,13,53.56,15.82,3.38,1.61,-21.5,Net Type Unknown
2021-SIM-171,Lake Chub,Bass Trap,Fyke Net,Muscle,2021,21-05-2021,23-07-2021,Unknown,7.5,Centimeters,4.687,Grams,-22.39,11.83,12.82,48.85,16.25,3.01,1.19,-22.4,Fyke Net
2021-SIM-172,Mummichog,Cassilis,Net Type Unknown,Muscle,2021,19-05-2021,24-07-2021,Unknown,8.8,Centimeters,6.473,Grams,-24.15,11.62,14.4,51.57,15.73,3.28,1.46,-23.5,Net Type Unknown
2021-SIM-173,Striped Bass,Cassilis,Net Type Unknown,Muscle,2021,02-06-2021,24-07-2021,Unknown,42.6,Centimeters,867.3,Grams,-17.15,14.37,15.42,52.36,16.73,3.13,0.93,-16.9,Net Type Unknown
2021-SIM-175,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,24-07-2021,Unknown,44.6,Centimeters,1066.4,Grams,-17.41,13.98,14.83,56.29,15.15,3.72,0.86,-16,Net Type Unknown
2021-SIM-176,Fall Fish,Bass Trap,Fyke Net,Muscle,2021,03-06-2021,24-07-2021,Unknown,48.4,Centimeters,1541.4,Grams,-17.83,13.92,17.57,52.91,14.86,3.56,0.79,-16.7,Fyke Net
2021-SIM-177,Fall Fish,Cassilis,Fyke Net,Muscle,2021,02-06-2021,24-07-2021,Unknown,12.1,Centimeters,31.3,Grams,-22.87,10.29,12.76,43.49,14.24,3.05,0.79,-22.8,Fyke Net
2021-SIM-178,White Sucker,Cassilis,Fyke Net,Muscle,2021,02-06-2021,24-07-2021,Unknown,12.1,Centimeters,27.5,Grams,-24.28,10.34,13.4,49.65,15.14,3.28,0.91,-23.7,Fyke Net
2021-SIM-179,White Sucker,Cassilis,Fyke Net,Muscle,2021,21-05-2021,24-07-2021,Unknown,14.6,Centimeters,38.477,Grams,-22.64,10.36,12.9,54.46,16.81,3.24,0.91,-22.1,Fyke Net
2021-SIM-180,Fall Fish,Cassilis,Fyke Net,Muscle,2021,30-05-2021,24-07-2021,Unknown,11.9,Centimeters,27.173,Grams,-22.51,10.66,11.42,52.72,17.32,3.04,0.94,-22.4,Fyke Net
2021-SIM-181,Fall Fish,Cassilis,Fyke Net,Muscle,2021,30-05-2021,25-07-2021,Unknown,19.7,Centimeters,114.7,Grams,-22.46,10.93,13,50.4,15.49,3.25,0.96,-21.9,Fyke Net
2021-SIM-182,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,25-07-2021,Unknown,25.6,Centimeters,253.3,Grams,-20.38,12.73,19.7,53.7,14.54,3.69,1,-19,Net Type Unknown
2021-SIM-183,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,25-07-2021,Unknown,22.8,Centimeters,155.5,Grams,-20.65,12.72,20.1,53.95,14.79,3.65,1.09,-19.4,Net Type Unknown
2021-SIM-184,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,25-07-2021,Unknown,50,Centimeters,1364,Grams,-14.86,13.25,12.9,50.6,15.75,3.21,1.13,-14.4,Net Type Unknown
2021-SIM-185,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2021,01-06-2021,25-07-2021,Unknown,8,Centimeters,5.354,Grams,-22.61,12.31,14.6,50.76,15.45,3.29,1.61,-22,Net Type Unknown
2021-SIM-186,Mummichog,Bass Trap,Net Type Unknown,Muscle,2021,04-06-2021,26-07-2021,Unknown,8,Centimeters,5.946,Grams,-20.15,11.98,14.6,48.06,14.56,3.3,1.36,-19.5,Net Type Unknown
2021-SIM-188,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,26-07-2021,Unknown,59.5,Centimeters,3263,Grams,-16.91,14.89,16.37,51.53,17.16,3,0.97,-16.9,Net Type Unknown
2021-SIM-189,Mummichog,Cassilis,Net Type Unknown,Muscle,2021,20-05-2021,26-07-2021,Unknown,8.5,Centimeters,6.937,Grams,-24.66,9.66,10.1,52.85,17.27,3.06,1.33,-24.5,Net Type Unknown
2021-SIM-190,Common Shiner,Bass Trap,Fyke Net,Muscle,2021,31-05-2021,26-07-2021,Unknown,7.2,Centimeters,5.081,Grams,-24.58,10.21,9.1,49.9,15.21,3.28,1.33,-24,Fyke Net
2021-SIM-191,Common Shiner,Bass Trap,Fyke Net,Muscle,2021,31-05-2021,26-07-2021,Unknown,8.6,Centimeters,7.601,Grams,-22.2,11.45,12.8,50.42,15.37,3.28,1.25,-21.6,Fyke Net
2021-SIM-192,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,26-07-2021,Unknown,22,Centimeters,142.6,Grams,-19.85,12.9,20.9,51.84,15.86,3.27,1.38,-19.3,Net Type Unknown
2021-SIM-193,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,26-07-2021,Unknown,22.2,Centimeters,151.1,Grams,-19.95,13.06,20.3,51.71,15.38,3.36,1.18,-19.2,Net Type Unknown
2021-SIM-194,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,26-07-2021,Unknown,25,Centimeters,201.5,Grams,-19.66,12.82,20.4,50.77,14.91,3.41,1.26,-18.8,Net Type Unknown
2021-SIM-195,Blueback,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,26-07-2021,Unknown,23.7,Centimeters,157.6,Grams,-19.85,12.73,20.6,50.38,15.75,3.2,1.31,-19.4,Net Type Unknown
2021-SIM-196,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,26-07-2021,Unknown,24.5,Centimeters,207.7,Grams,-21.26,12.87,20.9,55.08,12.32,4.47,0.93,-18.9,Net Type Unknown
2021-SIM-197,Blueback,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,26-07-2021,Unknown,25.5,Centimeters,223.5,Grams,-20.33,13.1,19.91,57.71,20.61,2.8,1.4,-20.9,Net Type Unknown
2021-SIM-198,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,26-07-2021,Unknown,26.3,Centimeters,211.5,Grams,-18.82,14.28,15.6,48.69,15.32,3.18,1.4,-18.4,Net Type Unknown
2021-SIM-199,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,26-07-2021,Unknown,42.5,Centimeters,807.4,Grams,-16.09,13.63,15.7,48.49,15.61,3.11,1.37,-15.8,Net Type Unknown
2021-SIM-200,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,26-07-2021,Unknown,41.5,Centimeters,825,Grams,-16.85,13.7,15,50.18,15.85,3.17,1.33,-16.5,Net Type Unknown
2021-SIM-201,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,26-07-2021,Unknown,49,Centimeters,1289.1,Grams,-16.78,13.84,16.4,49.35,15.75,3.13,1.25,-16.5,Net Type Unknown
2021-SIM-202,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,26-07-2021,Unknown,22.8,Centimeters,141.9,Grams,-20.13,12.49,21,50.25,15.37,3.27,1.45,-19.5,Net Type Unknown
2021-SIM-203,Blueback,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,26-07-2021,Unknown,24.5,Centimeters,200.9,Grams,-26.7,8.01,11.27,36.14,10.45,3.46,0.62,-25.7,Net Type Unknown
2021-SIM-204,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,26-05-2021,26-07-2021,Unknown,7.6,Centimeters,5.635,Grams,-21.26,10.24,12.3,48.66,15.26,3.19,1.53,-20.8,Fyke Net
2021-SIM-205,Common Shiner,Bass Trap,Fyke Net,Muscle,2021,30-05-2021,26-07-2021,Unknown,9,Centimeters,10.82,Grams,-22.66,11.66,12,48.55,15.19,3.2,1.41,-22.2,Fyke Net
2021-SIM-206,Striped Bass,Bass Trap,Net Type Unknown,Muscle,2021,03-06-2021,26-07-2021,Unknown,70.5,Centimeters,4161.9,Grams,-18.64,14.45,19.4,48.43,15.11,3.21,1.01,-18.2,Net Type Unknown
2021-SIM-207,Blueback,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,27-07-2021,Unknown,25.5,Centimeters,147.4,Grams,-19.85,13.04,19.2,49.61,14.4,3.45,1.06,-18.9,Net Type Unknown
2021-SIM-208,Blueback,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,27-07-2021,Unknown,24.7,Centimeters,161.1,Grams,-20.02,12.44,19.9,48.2,14.93,3.23,1.1,-19.5,Net Type Unknown
2021-SIM-209,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2021,26-05-2021,27-07-2021,Unknown,6.1,Centimeters,2.637,Grams,-22.25,11.04,16.5,45.24,13.37,3.38,1.48,-21.4,Net Type Unknown
2021-SIM-210,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2021,26-05-2021,27-07-2021,Unknown,7.5,Centimeters,4.397,Grams,-20.94,11.92,13.7,48.17,14.37,3.35,1.42,-20.2,Net Type Unknown
2021-SIM-211,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2021,26-05-2021,27-07-2021,Unknown,8,Centimeters,4.38,Grams,-21.35,12.28,13.5,48.18,14.51,3.32,1.52,-20.7,Net Type Unknown
2021-SIM-212,Banded Killifish,Bass Trap,Net Type Unknown,Muscle,2021,26-05-2021,27-07-2021,Unknown,5.9,Centimeters,2.371,Grams,-22.18,10.62,16,48.02,14.14,3.4,1.52,-21.3,Net Type Unknown
2021-SIM-213,Common Shiner,Bass Trap,Fyke Net,Muscle,2021,29-05-2021,27-07-2021,Unknown,7.5,Centimeters,5.144,Grams,-24.95,9.22,7.4,48.02,14.63,3.28,1.26,-24.3,Fyke Net
2021-SIM-214,Common Shiner,Bass Trap,Fyke Net,Muscle,2021,29-05-2021,27-07-2021,Unknown,6.3,Centimeters,3.111,Grams,-23.1,10.43,12.3,48.16,14.57,3.31,1.25,-22.4,Fyke Net
2021-SIM-215,Common Shiner,Bass Trap,Fyke Net,Muscle,2021,29-05-2021,27-07-2021,Unknown,5.7,Centimeters,2.506,Grams,-22.85,9.89,11.3,39.42,12.07,3.27,1.02,-22.3,Fyke Net
2021-SIM-216,Alewife,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,27-07-2021,Unknown,26,Centimeters,209.7,Grams,-19.87,12.61,20.2,47.79,14.49,3.3,1.18,-19.2,Net Type Unknown
2021-SIM-217,Blueback,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,27-07-2021,Unknown,23,Centimeters,137.7,Grams,-20.29,12.9,20.2,48.79,14.56,3.35,1.32,-19.5,Net Type Unknown
2021-SIM-218,Blueback,Bass Trap,Net Type Unknown,Muscle,2021,14-05-2021,27-07-2021,Unknown,23.5,Centimeters,169.3,Grams,-20.27,12.62,19.9,51.54,15.07,3.42,1.25,-19.4,Net Type Unknown
2021-SIM-228,Lake Chub,Bass Trap,Fyke Net,Muscle,2021,29-05-2021,28-07-2021,Unknown,6.7,Centimeters,4.829,Grams,-22.6,10.38,11.73,51.24,16.67,3.07,1.07,-22.4,Fyke Net
2021-SIM-229,Lake Chub,Bass Trap,Fyke Net,Muscle,2021,29-05-2021,28-07-2021,Unknown,7.6,Centimeters,6.22,Grams,-22.35,12.1,13.88,48.18,15.12,3.19,1.01,-21.9,Fyke Net
2021-SIM-240,Mummichog,Bass Trap,Net Type Unknown,Muscle,2021,29-05-2021,28-07-2021,Unknown,7.2,Centimeters,5.028,Grams,-31.93,9.63,12.2,51.64,15.26,3.38,1.09,-31.1,Net Type Unknown
2021-SIM-241,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,29-05-2021,28-07-2021,Unknown,7.2,Centimeters,4.341,Grams,-22.94,10.85,13.1,45.05,10.22,4.41,0.6,-20.7,Fyke Net
2021-SIM-242,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,30-05-2021,28-07-2021,Unknown,7.9,Centimeters,6.664,Grams,-22.44,9.5,11.79,48.32,9.86,4.9,0.48,-19.7,Fyke Net
2021-SIM-243,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,30-05-2021,28-07-2021,Unknown,7.6,Centimeters,5.871,Grams,-25,10.24,10.4,46.98,14.41,3.26,0.89,-24.4,Fyke Net
2021-SIM-244,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,30-05-2021,28-07-2021,Unknown,8.4,Centimeters,7.45,Grams,-22.43,10.84,12.39,46.41,9.82,4.73,0.57,-19.8,Fyke Net
2021-SIM-245,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,30-05-2021,28-07-2021,Unknown,7.5,Centimeters,6.42,Grams,-23.65,10.2,11.28,48.63,10.79,4.51,0.59,-21.3,Fyke Net
2021-SIM-246,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,30-05-2021,28-07-2021,Unknown,7.5,Centimeters,5.153,Grams,-23.72,10.85,11.7,49.94,14.92,3.35,1.05,-23,Fyke Net
2021-SIM-247,Blacknose Dace,Bass Trap,Fyke Net,Muscle,2021,30-05-2021,29-07-2021,Unknown,8.3,Centimeters,6.582,Grams,-21.7,11.22,14.4,50.36,15.19,3.31,1.04,-21,Fyke Net
2021-SIM-248,Mummichog,Bass Trap,Net Type Unknown,Muscle,2021,30-05-2021,29-07-2021,Unknown,6.9,Centimeters,3.471,Grams,-21.89,12.77,15.1,51.66,15.34,3.37,1.42,-21.1,Net Type Unknown
