year / année,site / site,station / station,latitude / latitude,longitude / longitude,number of samples / nombre d'échantillons,mean water temperature / température moyenne de l'eau,mean salinity / salinité moyenne,mean dissolved oxygen / oxygène dissous moyen,total species observed / total des espèces observées,total yoy measured / total des jeunes mesurés,total adults measured / total des adultes mesurés,SAV was reported / VAS a été rapporté
2014,Lameque (NB),Eco Parc,47.799472,-64.65711,3,19.333,21.29,7.113,13,518,530,True
2015,Lameque (NB),Eco Parc,47.799472,-64.65711,3,20.267,25.037,6.747,13,27,373,True
2018,Lameque (NB),Eco Parc,47.799472,-64.65711,1,15.2,23.85,7.98,4,1,219,True
2019,Lameque (NB),Eco Parc,47.799472,-64.65711,1,25.4,23.72,12.02,8,10,7332,True
2014,Enmore (PE),Ed Yeo,46.56501,-64.07073,3,18.533,25.04,7.803,29,305,191,True
2015,Enmore (PE),Ed Yeo,46.56501,-64.07073,3,22.033,27.893,9.787,4,270,568,True
2016,Enmore (PE),Ed Yeo,46.56501,-64.07073,3,20.133,24.667,7.093,16,29,370,True
2017,Enmore (PE),Ed Yeo,46.56501,-64.07073,3,22.267,26.543,7.15,10,381,738,False
2018,Enmore (PE),Ed Yeo,46.56501,-64.07073,1,15.2,25.9,7.87,8,0,105,True
2019,Enmore (PE),Ed Yeo,46.56501,-64.07073,1,16.6,23.24,8.04,11,0,113,False
2004,Antigonish (NS),Eden,45.659083,-61.909083,5,16.86,24.52,7.99,54,633,4323,True
2005,Antigonish (NS),Eden,45.659083,-61.909083,5,16.58,20.84,8.88,50,32,2121,True
2006,Antigonish (NS),Eden,45.659083,-61.909083,5,17.8,23.56,8.018,57,681,4361,True
2007,Antigonish (NS),Eden,45.659083,-61.909083,5,18.8,19.2,9.495,58,202,4947,True
2008,Antigonish (NS),Eden,45.659083,-61.909083,5,17.62,16.78,11.04,53,477,4030,True
2009,Antigonish (NS),Eden,45.659083,-61.909083,5,17.96,21.02,11.192,54,98,2369,True
2010,Antigonish (NS),Eden,45.659083,-61.909083,5,19.66,21.7,8.957,54,164,2980,True
2011,Antigonish (NS),Eden,45.659083,-61.909083,5,17.4,20.82,9.196,40,592,639,True
2012,Antigonish (NS),Eden,45.659083,-61.909083,4,18.65,13.032,8.18,52,242,1269,True
2013,Antigonish (NS),Eden,45.659083,-61.909083,3,20.867,25.37,7.84,25,283,437,True
2014,Antigonish (NS),Eden,45.659083,-61.909083,3,19.633,23.34,8.873,31,74,852,True
2015,Antigonish (NS),Eden,45.659083,-61.909083,3,18.367,15.617,8.867,34,84,2692,True
2016,Antigonish (NS),Eden,45.659083,-61.909083,3,18.2,18.33,9.82,26,23,2493,True
2017,Antigonish (NS),Eden,45.659083,-61.909083,3,19.533,24.137,9.487,31,46,2079,True
2018,Antigonish (NS),Eden,45.659083,-61.909083,1,17.0,8.25,10.95,12,3,367,True
2019,Antigonish (NS),Eden,45.659083,-61.909083,1,15.8,15.4,9.17,12,2,1460,True
2008,Eel Ground (NB),Eel Ground,46.9639,-65.62628,5,16.25,4.225,8.512,16,9,113,True
2009,Eel Ground (NB),Eel Ground,46.9639,-65.62628,5,17.48,0.7,9.02,33,62,678,True
2010,Eel Ground (NB),Eel Ground,46.9639,-65.62628,5,20.44,4.42,9.102,38,651,297,True
2011,Eel Ground (NB),Eel Ground,46.9639,-65.62628,3,20.333,0.267,8.673,15,724,238,True
2012,Eel Ground (NB),Eel Ground,46.9639,-65.62628,3,22.667,1.667,8.263,21,342,122,True
2013,Eel Ground (NB),Eel Ground,46.9639,-65.62628,3,20.433,0.46,7.4,17,167,395,False
2014,Eel Ground (NB),Eel Ground,46.9639,-65.62628,3,21.833,0.933,8.91,18,179,198,True
2015,Eel Ground (NB),Eel Ground,46.9639,-65.62628,3,20.1,1.47,8.24,24,55,263,True
2016,Eel Ground (NB),Eel Ground,46.9639,-65.62628,3,19.967,2.007,7.31,9,3,13,True
2017,Eel Ground (NB),Eel Ground,46.9639,-65.62628,3,21.367,3.453,8.607,17,97,188,True
2018,Eel Ground (NB),Eel Ground,46.9639,-65.62628,2,20.4,3.96,8.065,9,158,21,False
2019,Eel Ground (NB),Eel Ground,46.9639,-65.62628,1,23.0,3.19,8.92,7,5,322,False
2005,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,5,14.99,27.23,8.473,25,189,1275,True
2006,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,5,17.675,27.35,6.688,26,379,2001,True
2007,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,5,17.92,27.92,7.654,23,449,1933,True
2008,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,5,17.72,26.38,8.528,20,470,1944,True
2009,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,4,18.675,24.96,8.312,21,13,990,True
2010,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,5,21.64,27.0,8.294,30,1099,569,True
2011,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,3,18.9,26.367,7.87,15,229,386,True
2012,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,3,22.133,26.8,6.14,13,24,285,True
2013,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,3,20.5,27.477,7.82,19,169,539,True
2014,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,1,18.5,0,7.31,5,174,76,True
2015,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,3,19.4,25.293,8.993,11,412,560,True
2016,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,2,20.8,26.02,7.82,6,5,377,False
2017,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,3,19.6,25.673,8.65,19,40,334,True
2018,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,1,23.7,26.58,10.24,2,0,67,False
2019,Cape Jourimain (NB),End of Wharf Rd,46.16837,-63.936214,1,20.7,26.78,7.3,3,0,69,False
2014,Enmore (PE),Enman Shore,46.58261,-64.06773,3,19.133,26.583,8.057,16,8968,1007,True
2015,Enmore (PE),Enman Shore,46.58261,-64.06773,3,21.333,26.897,8.95,16,88,1333,True
2016,Enmore (PE),Enman Shore,46.58261,-64.06773,3,18.767,23.567,7.153,18,531,2044,True
2017,Enmore (PE),Enman Shore,46.58261,-64.06773,3,21.5,26.437,7.44,16,88,356,False
2018,Enmore (PE),Enman Shore,46.58261,-64.06773,1,16.2,25.92,7.35,7,0,201,False
2019,Enmore (PE),Enman Shore,46.58261,-64.06773,1,20.3,25.53,7.48,5,0,156,True
2013,Néguac (NB),Esgenoopetitj,47.211567,-65.114617,3,22.88,23.223,8.857,27,536,2083,True
2014,Néguac (NB),Esgenoopetitj,47.211567,-65.114617,3,25.133,12.523,9.747,32,1504,1000,True
2015,Néguac (NB),Esgenoopetitj,47.211567,-65.114617,3,22.067,20.2,8.06,26,48,397,True
2016,Néguac (NB),Esgenoopetitj,47.211567,-65.114617,3,21.133,21.233,6.783,29,694,882,True
2017,Néguac (NB),Esgenoopetitj,47.211567,-65.114617,3,21.533,22.53,8.73,28,39,542,True
2013,Néguac (NB),Ferdinand Road,47.246197,-65.072603,3,22.0,22.39,6.1,20,256,406,True
2014,Néguac (NB),Ferdinand Road,47.246197,-65.072603,3,24.4,22.123,10.237,19,3178,2723,True
2015,Néguac (NB),Ferdinand Road,47.246197,-65.072603,3,21.833,24.283,7.74,14,624,150,True
2016,Néguac (NB),Ferdinand Road,47.246197,-65.072603,3,21.0,23.2,3.837,14,3209,1439,True
2017,Néguac (NB),Ferdinand Road,47.246197,-65.072603,3,20.567,24.437,7.733,23,1035,1823,True
2018,Néguac (NB),Ferdinand Road,47.246197,-65.072603,1,22.1,24.23,7.75,5,383,628,True
2008,Souris (PE),Ferry 100%,46.35102,-62.2504,5,16.06,26.78,8.562,28,412,6647,True
2009,Souris (PE),Ferry 100%,46.35102,-62.2504,5,15.26,26.9,8.744,25,727,4989,True
2010,Souris (PE),Ferry 100%,46.35102,-62.2504,5,15.86,23.6,8.536,14,933,3873,True
2011,Souris (PE),Ferry 100%,46.35102,-62.2504,3,18.2,27.95,7.115,10,19,2751,True
2012,Souris (PE),Ferry 100%,46.35102,-62.2504,3,17.067,29.1,8.2,11,53,1597,True
2013,Souris (PE),Ferry 100%,46.35102,-62.2504,3,17.633,27.997,9.15,18,337,1125,True
2014,Souris (PE),Ferry 100%,46.35102,-62.2504,3,16.267,27.51,9.347,12,630,1369,True
2015,Souris (PE),Ferry 100%,46.35102,-62.2504,3,16.233,28.437,10.387,8,1,449,True
2016,Souris (PE),Ferry 100%,46.35102,-62.2504,3,16.267,26.5,8.237,6,5,1996,True
2017,Souris (PE),Ferry 100%,46.35102,-62.2504,3,17.133,27.267,7.89,7,2,3833,True
2018,Souris (PE),Ferry 100%,46.35102,-62.2504,1,8.7,27.77,9.74,2,0,133,False
2019,Souris (PE),Ferry 100%,46.35102,-62.2504,3,16.667,26.98,7.463,14,77,3011,False
2008,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,5,17.0,22.22,10.152,43,2225,8850,True
2009,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,5,17.44,26.62,10.96,48,586,3836,True
2010,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,5,17.94,25.04,9.246,49,727,6650,True
2011,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,3,21.977,21.0,9.243,31,418,2190,True
2012,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,3,20.333,27.203,8.023,30,15,761,True
2013,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,3,19.667,25.503,8.847,32,57,962,True
2014,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,3,19.167,25.443,10.9,24,549,1037,True
2015,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,3,18.567,28.363,11.483,30,90,1510,True
2016,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,3,17.8,20.933,11.517,28,388,2067,True
2017,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,3,21.867,27.237,11.553,22,20,1604,True
2018,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,1,11.2,27.11,12.22,6,0,436,True
2019,Cheticamp (NS),Fiset Brook,46.598533,-61.022583,1,19.6,19.05,11.87,13,133,271,True
2004,Caraquet (NB),Fish Meal,47.807329,-64.857323,3,17.923,27.007,7.92,12,39,2111,True
2005,Caraquet (NB),Fish Meal,47.807329,-64.857323,5,14.74,25.78,8.306,24,26,2240,True
2006,Caraquet (NB),Fish Meal,47.807329,-64.857323,5,15.88,26.88,8.066,28,22,3175,True
2007,Caraquet (NB),Fish Meal,47.807329,-64.857323,5,16.644,26.56,8.638,28,351,6905,True
2008,Caraquet (NB),Fish Meal,47.807329,-64.857323,5,15.06,23.72,8.622,28,477,8150,True
2009,Caraquet (NB),Fish Meal,47.807329,-64.857323,5,15.34,26.26,8.21,24,473,2448,True
2010,Caraquet (NB),Fish Meal,47.807329,-64.857323,5,16.68,26.66,8.17,27,235,3300,True
2011,Caraquet (NB),Fish Meal,47.807329,-64.857323,3,16.5,23.167,8.84,14,148,4260,True
2012,Caraquet (NB),Fish Meal,47.807329,-64.857323,3,18.767,25.433,8.61,9,115,2387,True
2013,Caraquet (NB),Fish Meal,47.807329,-64.857323,3,15.7,26.23,12.037,17,43,2610,True
2014,Caraquet (NB),Fish Meal,47.807329,-64.857323,3,19.367,22.233,8.563,18,353,3316,True
2015,Caraquet (NB),Fish Meal,47.807329,-64.857323,3,17.167,25.317,9.117,15,505,1409,True
2016,Caraquet (NB),Fish Meal,47.807329,-64.857323,3,18.5,22.31,8.8,15,213,4745,True
2017,Caraquet (NB),Fish Meal,47.807329,-64.857323,3,18.367,25.147,7.503,15,127,6534,True
2018,Caraquet (NB),Fish Meal,47.807329,-64.857323,1,19.7,25.06,9.27,8,41,1488,True
2019,Caraquet (NB),Fish Meal,47.807329,-64.857323,1,16.5,24.23,8.81,6,0,405,True
2004,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,5,19.394,22.968,8.826,42,7468,17738,True
2005,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,5,20.144,21.412,7.694,53,4605,20144,True
2006,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,5,20.44,22.22,6.092,36,3909,30416,True
2007,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,5,19.84,24.36,8.62,41,1903,4540,True
2008,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,5,18.94,13.14,8.836,45,3611,4799,True
2009,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,5,18.64,18.86,9.608,46,1220,7267,True
2010,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,5,18.5,21.6,8.7,36,10010,1944,True
2011,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,3,18.6,19.2,7.187,23,10664,2815,True
2012,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,3,23.487,24.857,8.04,29,86,52644,True
2013,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,3,21.1,19.607,8.66,28,793,4592,True
2014,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,3,23.333,18.74,7.943,20,3,2178,True
2015,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,3,20.057,23.923,8.383,21,149,622,True
2016,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,3,18.633,15.32,8.18,27,7,782,True
2017,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,3,19.5,23.757,7.623,18,865,258,True
2018,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,1,12.8,17.57,8.76,11,0,943,False
2019,Scoudouc River (NB),Fish Plant,46.219115,-64.553316,1,16.6,22.85,8.59,9,0,1111,True
2004,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,5,21.256,27.794,10.084,38,1382,2294,True
2005,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,5,20.6,23.36,7.912,38,2469,2065,True
2006,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,4,17.725,25.6,6.645,26,2,1925,True
2007,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,5,19.14,24.04,8.962,41,464,4973,True
2008,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,5,19.6,23.16,8.424,36,169,1956,True
2009,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,5,16.46,23.34,7.618,37,99,3257,True
2010,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,5,19.56,23.26,8.104,40,321,1645,True
2011,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,3,20.233,23.933,8.773,27,573,3424,True
2012,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,3,19.633,24.077,8.263,23,15,492,True
2013,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,3,21.233,21.44,8.3,28,129,1812,True
2014,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,3,22.2,23.693,9.033,27,113,512,True
2015,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,3,19.7,24.06,9.47,24,587,409,True
2016,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,3,19.8,24.043,8.463,17,0,1121,False
2017,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,3,18.7,24.963,7.743,25,184,939,True
2018,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,1,12.4,24.11,8.39,11,0,538,True
2019,Cocagne (NB),Gauvin Beach,46.34102,-64.573724,1,21.7,22.48,8.08,9,0,106,False
2004,Scoudouc River (NB),Gazibo,46.21465,-64.552165,5,18.01,22.406,7.836,41,1361,3490,True
2005,Scoudouc River (NB),Gazibo,46.21465,-64.552165,5,21.99,21.548,9.24,46,1250,8093,True
2006,Scoudouc River (NB),Gazibo,46.21465,-64.552165,5,20.94,21.76,7.04,38,218,2890,True
2007,Scoudouc River (NB),Gazibo,46.21465,-64.552165,5,18.5,25.02,6.92,40,17,1989,True
2008,Scoudouc River (NB),Gazibo,46.21465,-64.552165,5,18.46,13.74,7.56,43,163,2048,True
2009,Scoudouc River (NB),Gazibo,46.21465,-64.552165,5,20.02,18.74,9.542,40,85,1923,True
2010,Scoudouc River (NB),Gazibo,46.21465,-64.552165,5,17.96,21.78,7.696,32,246,1786,True
2011,Scoudouc River (NB),Gazibo,46.21465,-64.552165,3,20.133,17.6,8.323,22,72,825,True
2012,Scoudouc River (NB),Gazibo,46.21465,-64.552165,3,21.0,23.897,7.23,29,23,1852,True
2013,Scoudouc River (NB),Gazibo,46.21465,-64.552165,3,20.333,15.333,8.56,24,541,1120,True
2014,Scoudouc River (NB),Gazibo,46.21465,-64.552165,3,21.133,18.143,10.497,23,8,521,True
2015,Scoudouc River (NB),Gazibo,46.21465,-64.552165,3,20.933,22.913,8.433,24,13,774,True
2016,Scoudouc River (NB),Gazibo,46.21465,-64.552165,3,19.3,14.13,8.263,30,58,1791,True
2017,Scoudouc River (NB),Gazibo,46.21465,-64.552165,3,19.133,23.997,7.757,25,133,484,True
2018,Scoudouc River (NB),Gazibo,46.21465,-64.552165,1,19.7,10.39,9.11,10,0,2340,False
2019,Scoudouc River (NB),Gazibo,46.21465,-64.552165,1,15.6,23.75,7.07,8,0,219,False
2004,Mabou (NS),Gillis Cove,46.08585,-61.458805,5,15.2,24.412,8.183,50,199,3097,True
2005,Mabou (NS),Gillis Cove,46.08585,-61.458805,5,16.62,19.38,8.86,40,36,2464,True
2006,Mabou (NS),Gillis Cove,46.08585,-61.458805,5,19.16,25.78,8.068,57,65,3438,True
2007,Mabou (NS),Gillis Cove,46.08585,-61.458805,5,16.68,20.1,8.808,56,328,3132,True
2008,Mabou (NS),Gillis Cove,46.08585,-61.458805,5,19.08,21.84,10.274,59,425,2732,True
2009,Mabou (NS),Gillis Cove,46.08585,-61.458805,5,17.93,26.88,8.986,48,221,2129,True
2010,Mabou (NS),Gillis Cove,46.08585,-61.458805,5,20.36,24.104,8.65,49,41,3166,True
2011,Mabou (NS),Gillis Cove,46.08585,-61.458805,4,17.6,25.025,9.328,29,5,590,True
2012,Mabou (NS),Gillis Cove,46.08585,-61.458805,3,21.733,26.633,8.003,24,4,749,True
2013,Mabou (NS),Gillis Cove,46.08585,-61.458805,3,20.35,26.825,9.455,22,166,254,True
2014,Mabou (NS),Gillis Cove,46.08585,-61.458805,3,21.167,15.937,8.33,23,52,1344,True
2015,Mabou (NS),Gillis Cove,46.08585,-61.458805,3,17.833,26.17,9.34,28,43,1605,True
2016,Mabou (NS),Gillis Cove,46.08585,-61.458805,3,20.533,18.03,8.68,30,20,767,True
2017,Mabou (NS),Gillis Cove,46.08585,-61.458805,3,21.967,23.553,8.737,31,10,1180,True
2018,Mabou (NS),Gillis Cove,46.08585,-61.458805,1,20.8,12.24,10.29,7,0,155,False
2019,Mabou (NS),Gillis Cove,46.08585,-61.458805,1,18.3,25.63,8.32,9,216,499,True
2007,Summerside (PE),Glover Pt.,46.389143,-63.770298,5,17.82,23.36,8.054,14,206,392,True
2008,Summerside (PE),Glover Pt.,46.389143,-63.770298,5,18.06,24.06,8.444,28,934,605,True
2009,Summerside (PE),Glover Pt.,46.389143,-63.770298,5,18.16,23.76,8.964,36,503,1074,True
2010,Summerside (PE),Glover Pt.,46.389143,-63.770298,5,20.1,24.24,8.14,24,26,716,True
2011,Summerside (PE),Glover Pt.,46.389143,-63.770298,3,19.667,25.467,5.327,15,103,64,True
2012,Summerside (PE),Glover Pt.,46.389143,-63.770298,3,21.7,26.6,7.167,20,74,120,False
2013,Summerside (PE),Glover Pt.,46.389143,-63.770298,3,21.467,26.757,8.327,12,254,58,True
2014,Summerside (PE),Glover Pt.,46.389143,-63.770298,3,20.433,25.133,7.907,18,1018,74,True
2015,Summerside (PE),Glover Pt.,46.389143,-63.770298,3,21.567,22.943,10.27,11,7,258,True
2016,Summerside (PE),Glover Pt.,46.389143,-63.770298,3,23.167,23.7,8.133,19,29,82,True
2017,Summerside (PE),Glover Pt.,46.389143,-63.770298,3,20.9,24.813,8.073,23,34,132,True
2018,Summerside (PE),Glover Pt.,46.389143,-63.770298,1,23.9,25.18,8.82,5,1,21,False
2006,Richibouctou (NB),Goguen Road,46.674162,-64.84545,5,18.54,19.44,7.818,26,939,1281,True
2007,Richibouctou (NB),Goguen Road,46.674162,-64.84545,5,17.36,23.9,9.25,34,292,1458,True
2008,Richibouctou (NB),Goguen Road,46.674162,-64.84545,5,18.92,16.614,8.686,34,2193,4446,True
2009,Richibouctou (NB),Goguen Road,46.674162,-64.84545,5,18.52,18.0,8.87,35,1387,4377,True
2010,Richibouctou (NB),Goguen Road,46.674162,-64.84545,5,18.14,18.88,9.232,34,630,5321,True
2011,Richibouctou (NB),Goguen Road,46.674162,-64.84545,3,21.367,17.533,7.877,21,82,2882,True
2012,Richibouctou (NB),Goguen Road,46.674162,-64.84545,3,20.267,21.147,7.55,19,247,1066,True
2013,Richibouctou (NB),Goguen Road,46.674162,-64.84545,3,19.267,19.66,7.97,30,47,515,True
2014,Richibouctou (NB),Goguen Road,46.674162,-64.84545,3,18.5,19.21,7.453,26,487,635,True
2015,Richibouctou (NB),Goguen Road,46.674162,-64.84545,3,22.9,20.56,10.133,21,385,250,True
2016,Richibouctou (NB),Goguen Road,46.674162,-64.84545,3,23.433,15.197,9.433,18,277,1035,True
2017,Richibouctou (NB),Goguen Road,46.674162,-64.84545,3,23.167,21.653,8.98,20,39296,1963,True
2011,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,3,17.433,23.333,8.14,23,168,1757,True
2012,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,3,22.067,24.4,9.407,20,213,1850,True
2013,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,3,18.467,25.697,5.62,17,4,680,True
2014,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,3,19.467,24.007,6.423,16,45,598,True
2015,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,3,19.833,26.263,7.843,17,382,869,True
2016,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,3,22.9,21.167,7.637,14,195,2076,True
2017,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,3,21.3,22.997,9.45,19,347,951,True
2018,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,1,25.0,23.5,9.44,3,0,285,True
2019,Brackley/Covehead (PE),Golfe Course,46.41305555555556,-63.1166666666667,1,0,0,0,9,0,92,True
2004,Mabou (NS),Goose Point,46.06671,-61.427544,5,15.8,22.16,7.202,48,5,3146,True
2005,Mabou (NS),Goose Point,46.06671,-61.427544,5,17.48,21.72,8.146,58,15,2291,True
2006,Mabou (NS),Goose Point,46.06671,-61.427544,5,19.78,24.96,7.626,53,241,3092,True
2007,Mabou (NS),Goose Point,46.06671,-61.427544,5,18.12,12.26,8.154,51,328,4149,True
2008,Mabou (NS),Goose Point,46.06671,-61.427544,5,18.86,24.06,9.556,59,1206,5086,True
2009,Mabou (NS),Goose Point,46.06671,-61.427544,5,18.486,25.298,9.332,54,624,1961,True
2010,Mabou (NS),Goose Point,46.06671,-61.427544,5,19.294,25.108,6.702,54,45,1368,True
2011,Mabou (NS),Goose Point,46.06671,-61.427544,4,18.1,24.275,8.685,37,16,614,True
2012,Mabou (NS),Goose Point,46.06671,-61.427544,3,20.5,26.457,8.243,27,12,579,True
2013,Mabou (NS),Goose Point,46.06671,-61.427544,3,22.95,21.92,8.675,26,222,412,True
2014,Mabou (NS),Goose Point,46.06671,-61.427544,3,20.7,13.287,8.33,33,81,1193,True
2015,Mabou (NS),Goose Point,46.06671,-61.427544,3,17.367,13.907,8.953,33,101,1753,True
2016,Mabou (NS),Goose Point,46.06671,-61.427544,3,19.733,22.743,8.6,34,268,558,True
2017,Mabou (NS),Goose Point,46.06671,-61.427544,3,20.933,24.733,8.8,32,12,1706,True
2018,Mabou (NS),Goose Point,46.06671,-61.427544,1,19.9,18.03,11.25,9,11,372,True
2019,Mabou (NS),Goose Point,46.06671,-61.427544,1,20.7,19.72,8.08,9,46,626,True
2004,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,5,16.96,14.348,8.44,39,18,3202,True
2005,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,5,19.8,10.22,9.1,36,121,1535,True
2006,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,5,19.225,13.36,7.237,19,150,1264,True
2007,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,5,19.02,11.76,11.01,35,3031,2087,True
2008,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,5,16.88,6.48,9.18,26,165,3783,True
2009,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,5,16.5,9.84,8.472,38,160,3754,True
2010,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,5,18.18,17.42,8.02,34,688,4451,True
2011,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,3,20.133,7.233,8.123,23,585,3861,True
2012,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,3,20.933,11.4,8.077,19,452,1806,True
2013,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,3,18.567,8.85,8.37,18,138,1367,True
2014,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,3,19.3,5.497,8.97,16,31,587,True
2015,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,3,19.833,10.1,8.523,23,494,1099,True
2016,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,3,18.333,8.953,6.997,19,329,811,True
2017,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,3,18.967,13.057,8.02,20,623,510,True
2018,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,1,14.3,5.97,9.8,1,1,0,False
2019,Miramichi (NB),Gordon's wharf,47.079645,-65.393156,1,18.5,10.1,8.23,4,195,161,False
2019,Wheatley (PE),Grand  Pere Point road 100%,46.411164,-63.245782,2,21.45,24.795,7.81,12,30,8494,True
2019,Wheatley (PE),Grand Pere Point road 100%,46.411164,-63.245782,1,19.5,23.16,18.8,6,0,3040,True
2019,Wheatley (PE),Grand Pere Point road 50%,46.404868,-63.253044,3,21.267,24.53,12.31,26,228,2690,True
2008,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,5,17.36,27.28,9.078,33,67,764,True
2009,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,5,17.74,28.24,9.446,23,91,270,True
2010,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,5,17.82,27.98,8.793,33,82,411,True
2011,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,3,20.433,26.933,8.907,22,17,220,True
2012,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,3,20.667,27.903,8.823,23,0,207,True
2013,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,3,19.967,26.893,9.317,23,7,210,True
2014,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,3,19.8,27.523,9.457,18,19,98,True
2015,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,3,18.5,28.557,10.327,20,16,131,True
2016,Cheticamp (NS),Gretchen Beach,46.619467,-61.026367,3,18.167,27.86,10.353,25,9,285,True
