site,province,station,latitude_de_station,longitude_de_station,saisons_en_opération_et_nombre_échontillions,liste_des_espèces_capturées,list_de_VAS,nombre_total_de_poisson_capturées,nombre_annuel_moyen_de_poissons_capturés
Mill River,Î-P-É,Al Peter's,46.758934,-64.141007,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Zostere marine, Algue verte, Ruppie maritime",68060,4253.75
Mill River,Î-P-É,Boat Launch,46.780395,-64.112115,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(1), 2017(2), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Codium Fragile",44524,2782.75
Mill River,Î-P-É,Long Creek,46.763,-64.146667,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Zostere marine, Algue verte, Ruppie maritime",55607,3475.44
Mill River,Î-P-É,Meggison Creek,46.773778,-64.126831,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(1), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Zostere marine, Algue verte, Ruppie maritime",96672,6042.00
Mill River,Î-P-É,Resort,46.749806,-64.151997,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Plie lisse, Épinoche a trois épines, Espèces truites, Plie rouge","Zostere marine, Algue verte, Ruppie maritime",70005,4667.00
Mill River,Î-P-É,Waterview Rd.,46.760927,-64.12676,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Truite mouchetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",72429,4526.81
Murray River,Î-P-É,Big Basin,46.046019,-62.537162,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(2), 2015(3), 2016(3), 2017(3)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",10175,782.69
Murray River,Î-P-É,Cemetery,46.008167,-62.514202,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",15214,1014.27
Murray River,Î-P-É,Clows Point,46.048606,-62.52941,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Anguille dAmérique, Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Plie lisse, Épinoche a trois épines, Espèce inconnue, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",16719,1114.60
Murray River,Î-P-É,Machons Point,46.018891,-62.511072,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Laminaires, Espece Fucus",13651,910.07
Murray River,Î-P-É,Nicolle Cove,46.023203,-62.537107,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus",17296,1153.07
Murray River,Î-P-É,Sharams Point,46.020309,-62.525012,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Merluche blanche, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",24245,1616.33
Pinette,Î-P-É,Causeway North,46.06005,-62.90985,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",28710,1914.00
Pinette,Î-P-É,Causeway South,46.058533,-62.90725,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",43202,2880.13
Pinette,Î-P-É,Harbour,46.058417,-62.928533,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",18471,1231.40
Pinette,Î-P-É,Larson Drive,46.061033,-62.916083,"2005(4), 2006(2), 2007(4), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Capucette dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",21012,1400.80
Pinette,Î-P-É,Park Boat Launch,46.054833,-62.9105,"2005(4), 2006(2), 2007(4), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",37850,2523.33
Pinette,Î-P-É,South Branch Wharf,46.053333,-62.9111,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",42431,2828.73
Souris,Î-P-É,Cahil Lane 10%,46.379258,-62.289264,2019(3),"Gaspereau, Anguille dAmérique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Épinoche a quatre épines, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Épinoche a trois épines",Algue verte,857,857.00
Souris,Î-P-É,Causeway East (50%),46.35652,-62.27541,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Anguille dAmérique, Maquereau bleu, Capucette dAtlantique, Épinoche tachetée, Alose dété, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",24119,2009.92
Souris,Î-P-É,Ferry 100%,46.35102,-62.2504,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Lancon dAmérique, Maquereau bleu, Capucette dAtlantique, Épinoche tachetée, Alose dété, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",34969,2914.08
Souris,Î-P-É,Joe Carter 100%,46.35015,-62.2796,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus",20675,1722.92
Souris,Î-P-É,New Zealand rd. (10%),46.374493,-62.292103,2019(2),"Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Épinoche a quatre épines, Crabe vert, Choquemort, Épinoche a neuf épines, Crevette de sable, Épinoche a trois épines",Algue verte,2637,2637.00
Souris,Î-P-É,Paul Deveau,46.37034,-62.27871,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Lancon dAmérique, Capucette dAtlantique, Épinoche tachetée, Alose dété, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Zostere marine, Algue verte, Espece Fucus",21860,1987.27
Souris,Î-P-É,Paul Gallant 50%,46.35741,-62.27969,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(2), 2016(3), 2017(3), 2018(1), 2019(3)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Maquereau bleu, Capucette dAtlantique, Épinoche tachetée, Alose dété, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus",36914,3076.17
Souris,Î-P-É,Tim Campbell,46.36766,-62.28626,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Lancon dAmérique, Maquereau bleu, Capucette dAtlantique, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",50849,4622.64
Summerside,Î-P-É,Bakers Launch,46.369117,-63.755742,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Alose dété, Truite mouchetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",17476,1456.33
Summerside,Î-P-É,Boardwalk,46.395416,-63.8017,"2007(5), 2008(5), 2009(4), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Laminaires, Espece Fucus, Ruppie maritime",14095,1174.58
Summerside,Î-P-É,Glover Pt.,46.389143,-63.770298,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",6785,565.42
Summerside,Î-P-É,Linkletter Provincial Park,46.398003,-63.857097,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",7544,628.67
Summerside,Î-P-É,Oyster Launch,46.383956,-63.758716,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Épinoche tachetée, Alose dété, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",19146,1595.50
Summerside,Î-P-É,Stavert Point Road,46.357944,-63.731488,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Alosa sp. (Gaspereau ou Alose dété), Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Truite mouchetée, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Truite arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",21981,1831.75
Trout River,Î-P-É,Across Hinton Lane,46.442195,-63.469822,2019(1),"Capucette dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Zostere marine, Algue verte",2480,2480.00
Trout River,Î-P-É,Douglas Road,46.45854,-63.46931,"2004(5), 2005(4), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Capucette dAtlantique, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe calico (demoiselle), Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Truite arc-en-ciel, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",41200,2575.00
Trout River,Î-P-É,Inn on the Pier,46.46921,-63.45003,"2004(5), 2005(5), 2006(4), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Épinoche a cinq épines, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Espèce inconnue, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",55418,3463.63
Trout River,Î-P-É,Thymehill,46.44482,-63.47322,"2004(5), 2005(5), 2006(5), 2007(5), 2008(4), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Espèces truites, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Ruppie maritime",95303,5956.44
Trout River,Î-P-É,Tommy Gallant,46.448448,-63.465789,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Truite arc-en-ciel, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Espèce inconnue, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",127997,8533.13
Trout River,Î-P-É,Trout River Park,46.42157,-63.44011,"2004(5), 2005(5), 2006(4), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Truite mouchetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Choquemort, Épinoche a neuf épines, Syngnate brun, Crevette de sable, Plie lisse, Épinoche a trois épines","Zostere marine, Algue verte, Codium Fragile, Ruppie maritime",51945,3246.56
Trout River,Î-P-É,Trout River Road,46.458182,-63.461426,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Épinoche a cinq épines, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",60395,3774.69
Wheatley,Î-P-É,Cameron Lane 10%,46.38974,-63.270994,2019(2),"Anguille dAmérique, Épinoche a quatre épines, Crevette dherbe, Choquemort, Crevette de sable",Algue verte,353,353.00
Wheatley,Î-P-É,Grand  Pere Point road 100%,46.411164,-63.245782,2019(2),"Capucette dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Crevette de sable, Épinoche a trois épines",Algue verte,8524,8524.00
Wheatley,Î-P-É,Grand Pere Point road 100%,46.411164,-63.245782,2019(1),"Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Crevette de sable, Épinoche a trois épines",Algue verte,3040,3040.00
Wheatley,Î-P-É,Grand Pere Point road 50%,46.404868,-63.253044,2019(3),"Anguille dAmérique, Capucette dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crevette de sable, Chaboisseau à épines courtes, Épinoche a trois épines, Plie rouge",Algue verte,2918,2918.00
Wheatley,Î-P-É,Kingfisher Lane 10%,46.387872,-63.268845,2019(2),"Anguille dAmérique, Capucette dAtlantique, Choquemort",Algue verte,6290,6290.00
Wheatley,Î-P-É,Sunset Drive 100%,46.405922,-63.223712,2019(2),"Épinoche tachetée, Épinoche a quatre épines, Choquemort, Crevette de sable",Algue verte,2691,2691.00
