site,province,station,station_latitude,station_longitude,seasons_in_operation_and_samples_collected,list_of_species_caught,list_of_SAV,total_number_of_fish_caught,mean_annual_number_of_fish_caught
Pinette,PE,Causeway South,46.058533,-62.90725,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",43202,2880.13
Pinette,PE,Harbour,46.058417,-62.928533,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Cunner, Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",18471,1231.40
Pinette,PE,Larson Drive,46.061033,-62.916083,"2005(4), 2006(2), 2007(4), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Atlantic Silverside, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",21012,1400.80
Pinette,PE,Park Boat Launch,46.054833,-62.9105,"2005(4), 2006(2), 2007(4), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Windowpane Flounder , Winter Flounder","Common brown algae, Eelgrass, Green algae, Rockweed, Widgeon grass",37850,2523.33
Pinette,PE,South Branch Wharf,46.053333,-62.9111,"2005(4), 2006(2), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Windowpane Flounder , Winter Flounder","Brown fuzzy algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",42431,2828.73
Souris,PE,Cahil Lane 10%,46.379258,-62.289264,2019(3),"Alewife (Gaspereau), American Eel, Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Fourspine Stickleback, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Threespine Stickleback",Green algae,857,857.00
Souris,PE,Causeway East (50%),46.35652,-62.27541,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), American Eel, Atlantic Mackerel, Atlantic Silverside, Blackspotted Stickleback, Blueback Herring, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Kelps, Rockweed, Widgeon grass",24119,2009.92
Souris,PE,Ferry 100%,46.35102,-62.2504,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), American Sand Lance, Atlantic Mackerel, Atlantic Silverside, Blackspotted Stickleback, Blueback Herring, Cunner, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed",34969,2914.08
Souris,PE,Joe Carter 100%,46.35015,-62.2796,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(3)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Blueback Herring, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, White Perch, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Kelps, Rockweed",20675,1722.92
Souris,PE,New Zealand rd. (10%),46.374493,-62.292103,2019(2),"Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Fourspine Stickleback, Green Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Threespine Stickleback",Green algae,2637,2637.00
Souris,PE,Paul Deveau,46.37034,-62.27871,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), American Sand Lance, Atlantic Silverside, Blackspotted Stickleback, Blueback Herring, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Eelgrass, Green algae, Rockweed",21860,1987.27
Souris,PE,Paul Gallant 50%,46.35741,-62.27969,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(2), 2016(3), 2017(3), 2018(1), 2019(3)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), Atlantic Mackerel, Atlantic Silverside, Blackspotted Stickleback, Blueback Herring, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rock Crab, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Kelps, Rockweed",36914,3076.17
Souris,PE,Tim Campbell,46.36766,-62.28626,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), American Sand Lance, Atlantic Mackerel, Atlantic Silverside, Blackspotted Stickleback, Blueback Herring, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed",50849,4622.64
Summerside,PE,Bakers Launch,46.369117,-63.755742,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alewife (Gaspereau), Atlantic Silverside, Atlantic Tomcod, Blackspotted Stickleback, Blueback Herring, Brook Trout, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rock Crab, Rock Gunnel, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",17476,1456.33
Summerside,PE,Boardwalk,46.395416,-63.8017,"2007(5), 2008(5), 2009(4), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Kelps, Rockweed, Widgeon grass",14095,1174.58
Summerside,PE,Glover Pt.,46.389143,-63.770298,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common red algae, Eelgrass, Green algae, Rockweed",6785,565.42
Summerside,PE,Linkletter Provincial Park,46.398003,-63.857097,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rock Crab, Rock Gunnel, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Windowpane Flounder , Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Green Fleece, Rockweed, Widgeon grass",7544,628.67
Summerside,PE,Oyster Launch,46.383956,-63.758716,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Blackspotted Stickleback, Blueback Herring, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rock Crab, Rock Gunnel, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed, Widgeon grass",19146,1595.50
Summerside,PE,Stavert Point Road,46.357944,-63.731488,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alewife (Gaspereau), Alosa sp. (Alewife or blueback herring), Atlantic Silverside, Atlantic Tomcod, Blackspotted Stickleback, Brook Trout, Flounder sp., Fourspine Stickleback, Grass Shrimp, Green Crab, Mud Crab, Mummichog, Ninespine Stickleback, Rainbow Smelt, Rainbow Trout, Rock Crab, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed, Widgeon grass",21981,1831.75
Trout River,PE,Across Hinton Lane,46.442195,-63.469822,2019(1),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae",2480,2480.00
Trout River,PE,Douglas Road,46.45854,-63.46931,"2004(5), 2005(4), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","American Eel, Atlantic Silverside, Blackspotted Stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Lady Crab, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rainbow Trout, Rock Crab, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed, Widgeon grass",41200,2575.00
Trout River,PE,Inn on the Pier,46.46921,-63.45003,"2004(5), 2005(5), 2006(4), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","American Eel, American Sand Lance, Atlantic Silverside, Atlantic Tomcod, Blackspotted Stickleback, Brook stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Grubby, Mummichog, Ninespine Stickleback, Northern Pipefish, Rainbow Smelt, Rock Crab, Rock Gunnel, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Unknown species, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed, Widgeon grass",55418,3463.63
Trout River,PE,Thymehill,46.44482,-63.47322,"2004(5), 2005(5), 2006(5), 2007(5), 2008(4), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), American Eel, Atlantic Silverside, Atlantic Tomcod, Banded Killifish, Blackspotted Stickleback, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Trout Species, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Widgeon grass",95303,5956.44
Trout River,PE,Tommy Gallant,46.448448,-63.465789,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Alewife (Gaspereau), Atlantic Silverside, Atlantic Tomcod, Banded Killifish, Blackspotted Stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rainbow Smelt, Rainbow Trout, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Unknown species, White Perch, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed, Widgeon grass",127997,8533.13
Trout River,PE,Trout River Park,46.42157,-63.44011,"2004(5), 2005(5), 2006(4), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Alewife (Gaspereau), American Eel, Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Brook Trout, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Mummichog, Ninespine Stickleback, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback","Eelgrass, Green algae, Green Fleece, Widgeon grass",51945,3246.56
Trout River,PE,Trout River Road,46.458182,-63.461426,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","American Eel, Atlantic Silverside, Atlantic Tomcod, Banded Killifish, Blackspotted Stickleback, Brook stickleback, Brook Trout, Cunner, Flounder sp., Fourspine Stickleback, Gasterosteus sp., Grass Shrimp, Green Crab, Grubby, Mud Crab, Mummichog, Ninespine Stickleback, Northern Pipefish, Rock Gunnel, Sand Shrimp, Shorthorn Sculpin, Smooth Flounder, Threespine Stickleback, Winter Flounder","Brown fuzzy algae, Common brown algae, Common red algae, Eelgrass, Green algae, Rockweed, Widgeon grass",60395,3774.69
Wheatley,PE,Cameron Lane 10%,46.38974,-63.270994,2019(2),"American Eel, Fourspine Stickleback, Grass Shrimp, Mummichog, Sand Shrimp",Green algae,353,353.00
Wheatley,PE,Grand  Pere Point road 100%,46.411164,-63.245782,2019(2),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Green Crab, Mummichog, Sand Shrimp, Threespine Stickleback",Green algae,8524,8524.00
Wheatley,PE,Grand Pere Point road 100%,46.411164,-63.245782,2019(1),"Fourspine Stickleback, Grass Shrimp, Green Crab, Mummichog, Sand Shrimp, Threespine Stickleback",Green algae,3040,3040.00
Wheatley,PE,Grand Pere Point road 50%,46.404868,-63.253044,2019(3),"American Eel, Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Green Crab, Mummichog, Ninespine Stickleback, Sand Shrimp, Shorthorn Sculpin, Threespine Stickleback, Winter Flounder",Green algae,2918,2918.00
Wheatley,PE,Kingfisher Lane 10%,46.387872,-63.268845,2019(2),"American Eel, Atlantic Silverside, Mummichog",Green algae,6290,6290.00
Wheatley,PE,Sunset Drive 100%,46.405922,-63.223712,2019(2),"Blackspotted Stickleback, Fourspine Stickleback, Mummichog, Sand Shrimp",Green algae,2691,2691.00
Wheatley,PE,Wharf at the end of Camp road 50%,46.403786,-63.242724,2019(3),"Atlantic Silverside, Blackspotted Stickleback, Brook stickleback, Fourspine Stickleback, Grass Shrimp, Mummichog, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae",5428,5428.00
Winter River,PE,Bald Eagle Lane 10%,46.376779,-63.05252,2019(3),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mummichog, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae",3083,3083.00
Winter River,PE,Court's Island road 50%,46.37772,-63.02224,2019(3),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mummichog, Northern Pipefish, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae",3745,3745.00
Winter River,PE,Pleasant Grove road 10%,46.37803,-63.057578,2019(2),"Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mummichog, Sand Shrimp, Smooth Flounder, Threespine Stickleback","Eelgrass, Green algae, Widgeon grass",541,541.00
Winter River,PE,Queen's Point road 100%,46.390168,-63.004063,2019(3),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mummichog, Ninespine Stickleback, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae",3207,3207.00
Winter River,PE,Sunset Lane 100%,46.380017,-63.00635,2019(3),"Atlantic Silverside, Banded Killifish, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mummichog, Sand Shrimp, Smooth Flounder, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae",4159,4159.00
Winter River,PE,White Sickle 50%,46.384027,-63.032463,2019(3),"Atlantic Silverside, Blackspotted Stickleback, Fourspine Stickleback, Grass Shrimp, Mummichog, Sand Shrimp, Threespine Stickleback, Winter Flounder","Eelgrass, Green algae",18457,18457.00
