project_code__code_du_projet,sample_number__numéro_d'échantillon,waterbody_name__nom_masse_d'eau,collection_date__date_de_collecte,net/trap_type__type_filet/piège,scientific_name__nom_scientifique,common_name__nom_commun,abbreviated_name__nom_abrégé,dissection_date__date_dissection,fork_length__longueur_fourche,total_length__longueur_totale,total_mass__masse_totale,dna_tube_size__taille_tube_adn,notes__notes
MLR21,730,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,5.2,5.4,1.7,1.7,
MLR21,731,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,5.3,5.6,1.7,1.7,
MLR21,732,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,4.8,5,1.3,1.7,
MLR21,733,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,4.9,5.2,1.5,1.7,
MLR21,734,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,5.4,5.7,1.9,1.7,
MLR21,735,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,5.3,5.5,1.7,1.7,
MLR21,736,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,5.3,5.5,1.7,1.7,
MLR21,737,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,7.9,8.4,5,1.7,
MLR21,738,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,9,9.4,7.4,1.7,
MLR21,739,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,9,9.4,7.6,1.7,
MLR21,740,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,8.1,8.4,6.1,1.7,
MLR21,741,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,8.5,9,6.3,1.7,
MLR21,742,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,8.9,9.3,5.6,1.7,
MLR21,743,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/19,8.2,8.5,4.9,1.7,
MLR21,744,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/19,6.8,7.6,3.5,1.7,Small liver sample
MLR21,745,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/19,5.3,5.8,1.6,1.7,No liver sample
MLR21,746,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/19,5.5,6,1.8,1.7,Small liver sample
MLR21,747,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/19,4.9,5.5,1.3,1.7,Small liver sample
MLR21,748,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/19,6,6.6,2.4,1.7,
MLR21,749,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/19,6.3,6.7,2.7,1.7,
MLR21,750,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/19,5.5,6,1.8,1.7,
MLR21,751,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/19,5.8,6.3,2.3,1.7,
MLR21,752,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/19,5.6,6.5,2.5,1.7,Small liver sample
MLR21,753,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/19,5.2,5.8,1.5,1.7,Small liver sample
MLR21,754,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/19,5.9,6.5,2.1,1.7,
MLR21,755,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.6,7.9,4.1,1.7,
MLR21,756,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9.2,9.9,9.3,1.7,
MLR21,757,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.5,9.3,7.5,1.7,
MLR21,758,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.2,7.7,4.7,1.7,
MLR21,759,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.4,8.9,6.8,1.7,
MLR21,760,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9.6,10.1,11.1,1.7,
MLR21,761,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9.9,10.5,10.9,1.7,
MLR21,762,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,10.5,10.9,11.9,1.7,
MLR21,763,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,10.8,11.3,14,1.7,
MLR21,764,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8,8.3,5.8,1.7,
MLR21,765,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,10.4,10.7,12.7,1.7,
MLR21,766,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7,7.4,3,1.7,small amount of stomach content
MLR21,767,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.9,9.5,8.9,1.7,
MLR21,768,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.3,8.7,6.2,1.7,
MLR21,769,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.4,7.8,4.4,1.7,
MLR21,770,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9,9.6,8.7,1.7,
MLR21,771,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9.8,10.6,12.9,1.7,
MLR21,772,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9.6,10.4,10.5,1.7,
MLR21,773,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9.4,9.9,9.3,1.7,
MLR21,774,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.2,8.5,5.8,1.7,
MLR21,775,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9.3,9.9,8.8,1.7,
MLR21,776,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.6,8.2,6.4,1.7,
MLR21,777,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,9.9,10.4,10.7,1.7,
MLR21,778,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.9,8.3,5.3,1.7,
MLR21,779,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.6,8,4.8,1.7,
MLR21,780,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8,8.4,5.6,1.7,
MLR21,781,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.4,8.7,6,1.7,
MLR21,782,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.2,7.4,5.1,1.7,
MLR21,783,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.8,8.3,5.5,1.7,
MLR21,784,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.6,9.1,7.7,1.7,blackspot and fish in mouth 
MLR21,785,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.3,5.6,1.7,1.7,
MLR21,786,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.5,5.9,2,1.7,
MLR21,787,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.7,8.1,5.5,1.7,
MLR21,788,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.3,7.7,4.1,1.7,
MLR21,789,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,4.6,4.9,1.1,1.7,
MLR21,790,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/22,5.5,5.8,1.5,1.7,"No scales, pelvic and liver"
MLR21,791,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.3,5.6,1.9,1.7,
MLR21,792,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.3,5.6,2.1,1.7,
MLR21,793,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.1,5.4,2,1.7,Eroded caudal 
MLR21,794,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,4.5,4.8,1,1.7,
MLR21,795,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.6,5.8,2.2,1.7,
MLR21,796,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.2,5.6,1.8,1.7,
MLR21,797,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.3,5.6,1.8,1.7,
MLR21,798,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,5.2,5.5,1.7,1.7,
MLR21,799,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.3,7.7,4.1,1.7,Small stomach sample
MLR21,800,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7,7.4,3.5,1.7,
MLR21,801,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,7.7,8.1,5.5,1.7,
MLR21,802,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.2,8.6,6.6,1.7,Blackspots and small stomach content
MLR21,803,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.2,8.6,6.2,1.7,Blackspots
MLR21,804,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.5,9,7.7,1.7,Blackspots
MLR21,805,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,8.6,9.1,7.1,1.7,
MLR21,806,Miramichi,2021/08/11,N/A,Perca flavescens,Yellow Perch,Y.P.,2022/08/22,12.9,13.5,27.2,1.7,
MLR21,807,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,7.8,8.4,6.1,1.7,
MLR21,808,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.3,5.6,1.5,1.7,Small scale + liver sample
MLR21,809,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.3,5.6,1.6,1.7,Small scale + liver sample
MLR21,810,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.5,6.2,2,1.7,Small liver sample
MLR21,811,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,3.5,3.7,0.4,1.7,"No scales, no pelvic and no liver"
MLR21,812,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.2,5.6,1.3,1.7,Small scale + liver sample
MLR21,813,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,3.7,3.9,0.6,1.7,Small scale sample
MLR21,814,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,3.8,4,0.6,1.7,"Eroded caudal fin, no scales and no liver"
MLR21,815,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,2.8,3.1,0.6,1.7,No scales
MLR21,816,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,3.7,4.3,0.5,1.7,No scales and small liver sample
MLR21,817,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,3.5,3.9,0.5,1.7,No scales and small liver sample
MLR21,818,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.9,6.3,2.1,1.7,
MLR21,819,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.3,5.6,1.3,1.7,
MLR21,820,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.6,6.3,1.5,1.7,
MLR21,821,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.5,6.1,1.9,1.7,
MLR21,822,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.1,5.5,1.4,1.7,No pelvic fin
MLR21,823,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.2,5.6,1.5,1.7,
MLR21,824,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,6.1,6.2,1.9,1.7,
MLR21,825,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.9,6.2,1.9,1.7,
MLR21,826,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.9,6.5,2,1.7,
MLR21,827,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.7,5.9,1.6,1.7,
MLR21,828,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,6.5,6.8,2.5,1.7,
MLR21,829,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,6.3,6.7,2.2,1.7,
MLR21,830,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.9,6.3,2,1.7,
MLR21,831,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.6,5.9,1.7,1.7,
MLR21,832,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.8,6.5,2.3,1.7,No liver 
MLR21,833,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.2,6.2,2,1.7,No liver 
MLR21,834,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,6.5,7.1,2.8,1.7,No liver
MLR21,835,Miramichi,2021/08/11,N/A,Fundulus diaphanus,Banded Killifish,B.K.,2022/08/23,7.5,7.5,4.3,1.7,
MLR21,836,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,6,6.5,2.4,1.7,No liver 
MLR21,837,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,8.2,8.8,6,1.7,
MLR21,838,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,8,8.9,6.2,1.7,No liver
MLR21,839,Miramichi,2021/08/11,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/08/23,8.5,9.2,6.1,1.7,No liver 
MLR21,840,Miramichi,2021/08/11,N/A,Fundulus diaphanus,Banded Killifish,B.K.,2022/08/23,6.8,6.9,3,1.7,No liver
MLR21,841,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.8,5.8,2.1,1.7,Eroded caudal and no liver 
MLR21,842,Miramichi,2021/08/11,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/08/23,10.7,11.9,15.4,1.7,No liver 
MLR21,843,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,9.3,10.7,10.9,1.7,No liver
MLR21,844,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,11.6,12.7,19.6,1.7,
MLR21,845,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,12.2,13.2,26,1.7,No liver
MLR21,846,Miramichi,2021/08/11,N/A,Notemigonus crysoleucas,Golden Shiner,G.S.,2022/08/23,8.9,9.6,9,1.7,No liver
MLR21,847,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,7,7.7,3.8,1.7,No liver
MLR21,848,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,6.5,7.1,2.9,1.7,No liver
MLR21,849,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,7.2,7.8,4.4,1.7,No liver
MLR21,850,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,6.2,6.6,2.1,1.7,No liver and no pelvic
MLR21,851,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.4,6.2,1.8,1.7,No pelvic and no liver
MLR21,852,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,5.1,5.6,1.7,1.7,
MLR21,853,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,6.2,6.7,2,1.7,No liver
MLR21,854,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,3,3.2,0.5,1.7,No scales and no liver
MLR21,855,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.9,6.3,1.9,1.7,No liver
MLR21,856,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/23,5.9,6.4,1.9,1.7,No liver
MLR21,857,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,6,6.5,1.5,1.7,No liver
MLR21,858,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/23,6.5,7,3,1.7,No liver
MLR21,859,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,5.4,5.8,2.2,1.7,
MLR21,860,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/24,8.5,9.4,7.9,1.7,
MLR21,861,Miramichi,2021/08/11,N/A,Fundulus diaphanus,Banded Killifish,B.K.,2022/08/24,6.8,6.8,3.4,1.7,Blackspots
MLR21,862,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/24,8.5,9.3,7.7,1.7,
MLR21,863,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,11,12.2,17.2,1.7,
MLR21,864,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,9.7,10.6,11.4,1.7,
MLR21,865,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,10.7,11.7,16.3,1.7,
MLR21,866,Miramichi,2021/08/11,N/A,Luxilus cornutus,Common Shiner,C.S.,2022/08/24,10.9,11.8,18,1.7,
MLR21,867,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,12.2,13.1,21.4,1.7,
MLR21,868,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,12.1,13.3,25,1.7,
MLR21,869,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,14.3,15.8,41.3,1.7,
MLR21,870,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,14.5,16,38.9,1.7,
MLR21,871,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,15,16.5,47.2,1.7,
MLR21,872,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,12.6,13.5,20,1.7,
MLR21,873,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,12.2,13.2,22,1.7,
MLR21,874,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,17.7,19.4,77.1,1.7,
MLR21,875,Miramichi,2021/08/11,N/A,Morone americana,White Perch,W.P.,2022/08/24,12.9,13.9,31.7,1.7,Insect in stomach 
MLR21,876,Miramichi,2021/08/11,N/A,Morone americana,White Perch,W.P.,2022/08/24,16,17.1,63.1,1.7,
MLR21,877,Miramichi,2021/08/11,N/A,Semotilus corporalis,Fall Fish,F.F.,2022/08/24,25,27.5,239.7,5,
MLR21,878,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5,5.2,3,1.7,Eroded caudal 
MLR21,879,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.8,6,3,1.7,
MLR21,880,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,4.7,4.9,1.5,1.7,
MLR21,881,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.3,5.5,2,1.7,
MLR21,882,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.9,6.1,2.6,1.7,
MLR21,883,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,4.9,5,1.8,1.7,
MLR21,884,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5,5.2,1.7,1.7,Small stomach content
MLR21,885,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.3,5.5,1.9,1.7,
MLR21,886,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,4.9,5,1.4,1.7,
MLR21,887,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5,5.2,1.9,1.7,
MLR21,888,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.3,5.5,2.1,1.7,
MLR21,889,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,4.9,5,2.1,1.7,
MLR21,890,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.3,5.5,2.3,1.7,
MLR21,891,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.2,5.4,1.7,1.7,
MLR21,892,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.7,5.9,2.2,1.7,
MLR21,893,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.4,5.4,2.5,1.7,Eroded caudal 
MLR21,894,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.1,5.4,2,1.7,
MLR21,895,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.1,5.3,2.1,1.7,
MLR21,896,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.4,5.6,2.5,1.7,Eroded caudal 
MLR21,897,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5,5.2,1.9,1.7,Insect leg stomach?
MLR21,898,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,6.4,6.6,3.2,1.7,
MLR21,899,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.4,5.6,2.4,1.7,
MLR21,900,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.2,5.4,2.5,1.7,
MLR21,901,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.6,5.8,2.5,1.7,
MLR21,902,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.9,5.9,3.1,1.7,Eroded caudal
MLR21,903,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,6.3,6.5,3.6,1.7,
MLR21,904,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.9,6.1,3.3,1.7,
MLR21,905,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/25,5.7,5.9,2.7,1.7,
MLR21,906,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,4.8,5,1.7,1.7,
MLR21,907,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,5.7,5.9,2.7,1.7,
MLR21,908,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,5.1,5.1,2.8,1.7,Eroded caudal and insect?
MLR21,909,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,6.2,6.2,3.1,1.7,Eroded caudal
MLR21,910,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,6.3,6.5,3.2,1.7,Small liver
MLR21,911,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,5.1,5.3,2.6,1.7,Insect?
MLR21,912,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,5.9,6.1,3,1.7,
MLR21,913,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,6,6.1,2.9,1.7,
MLR21,914,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,4.9,5.1,1.4,1.7,
MLR21,915,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,4.9,5.1,1.5,1.7,
MLR21,916,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,4.3,4.5,1.2,1.7,
MLR21,917,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,5.2,5.4,1.7,1.7,
MLR21,918,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,5.6,5.8,2,1.7,
MLR21,919,Miramichi,2021/08/11,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2022/08/30,5.4,5.4,2.3,1.7,Eroded caudal
