dateÉvénement,longitudeDécimal,latitudeDécimal,référenceGéodésique,typeObservation,sourceDonnées,station,étatProvince,nomVernaculaireEN,nomVernaculaireFR,nomScientifique,IDnomScientifique,IDnomScientifiqueBaseDonnées,étatOccurrence,étatDétailléOccurrence,quantitéOrganisme,typeQuantitéOrganisme,annéeDéploiement,moisDéploiement,jourDéploiement,annéeRécupération,moisRécupération,jourRécupération,nombreSemainesDéployées,IDstation,IDéchantillon
8/27/2024,-65.83916667,47.90591667,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Belledune,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,10,2024,8,27,11.14,70,4381
8/27/2024,-65.83916667,47.90591667,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Belledune,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,0.17%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,10,2024,8,27,11.14,70,4381
8/27/2024,-65.83916667,47.90591667,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Belledune,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,10,2024,8,27,11.14,70,4381
8/27/2024,-65.83916667,47.90591667,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Belledune,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,10,2024,8,27,11.14,70,4381
8/27/2024,-65.83916667,47.90591667,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Belledune,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,10,2024,8,27,11.14,70,4381
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
9/19/2024,-65.07112,47.76722,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bertrand,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,7,5,2024,9,19,10.86,89,4420
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,2.00%,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,4.00%,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/2/2018,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2018,6,11,2018,10,2,16.14,31,2186
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,4.17%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,8.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/4/2019,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,5,29,2019,10,4,18.29,31,3940
10/1/2020,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,7,15,2020,10,1,11.14,31,4163
10/1/2020,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,8.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,7,15,2020,10,1,11.14,31,4163
10/1/2020,-63.91659,46.61736,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Bideford,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,7,15,2020,10,1,11.14,31,4163
